model,method,causal_structure,evitability,action,permissibility_rating,intention_rating,scenario_id
gpt-4-0613,0shot,1,1,1,2,2,50
gpt-4-0613,0shot,1,1,0,1,2,1
gpt-4-0613,0shot,1,1,0,1,4,2
gpt-4-0613,0shot,1,1,0,4,2,3
gpt-4-0613,0shot,1,1,0,4,2,4
gpt-4-0613,0shot,1,1,0,2,2,5
gpt-4-0613,0shot,1,1,0,2,2,6
gpt-4-0613,0shot,1,1,0,4,2,7
gpt-4-0613,0shot,1,1,0,2,2,8
gpt-4-0613,0shot,1,1,0,2,2,9
gpt-4-0613,0shot,1,1,0,3,2,10
gpt-4-0613,0shot,1,1,0,2,2,11
gpt-4-0613,0shot,1,1,0,2,2,12
gpt-4-0613,0shot,1,1,0,4,4,13
gpt-4-0613,0shot,1,1,0,4,2,14
gpt-4-0613,0shot,1,1,0,2,4,15
gpt-4-0613,0shot,1,1,0,2,2,16
gpt-4-0613,0shot,1,1,0,2,2,17
gpt-4-0613,0shot,1,1,0,2,2,18
gpt-4-0613,0shot,1,1,0,3,2,19
gpt-4-0613,0shot,1,1,0,5,2,20
gpt-4-0613,0shot,1,1,0,2,2,21
gpt-4-0613,0shot,1,1,0,2,2,22
gpt-4-0613,0shot,1,1,0,2,2,23
gpt-4-0613,0shot,1,1,0,2,2,24
gpt-4-0613,0shot,1,1,0,2,2,25
gpt-4-0613,0shot,1,1,0,2,2,26
gpt-4-0613,0shot,1,1,0,2,2,27
gpt-4-0613,0shot,1,1,0,4,2,28
gpt-4-0613,0shot,1,1,0,4,2,29
gpt-4-0613,0shot,1,1,0,3,2,30
gpt-4-0613,0shot,1,1,0,4,2,31
gpt-4-0613,0shot,1,1,0,4,2,32
gpt-4-0613,0shot,1,1,0,3,2,33
gpt-4-0613,0shot,1,1,0,4,2,34
gpt-4-0613,0shot,1,1,0,2,2,35
gpt-4-0613,0shot,1,1,0,1,2,36
gpt-4-0613,0shot,1,1,0,5,2,37
gpt-4-0613,0shot,1,1,0,1,2,38
gpt-4-0613,0shot,1,1,0,1,2,39
gpt-4-0613,0shot,1,1,0,4,2,40
gpt-4-0613,0shot,1,1,0,2,2,41
gpt-4-0613,0shot,1,1,0,2,2,42
gpt-4-0613,0shot,1,1,0,2,2,43
gpt-4-0613,0shot,1,1,0,2,2,44
gpt-4-0613,0shot,1,1,0,2,2,45
gpt-4-0613,0shot,1,1,0,2,2,46
gpt-4-0613,0shot,1,1,0,4,2,47
gpt-4-0613,0shot,1,1,0,2,2,48
gpt-4-0613,0shot,1,1,0,2,2,49
gpt-4-0613,0shot,1,1,0,2,2,50
gpt-4-0613,0shot,1,0,1,1,2,1
gpt-4-0613,0shot,1,0,1,1,4,2
gpt-4-0613,0shot,1,0,1,4,2,3
gpt-4-0613,0shot,1,0,1,4,4,4
gpt-4-0613,0shot,1,0,1,2,2,5
gpt-4-0613,0shot,1,0,1,2,2,6
gpt-4-0613,0shot,1,0,1,4,2,7
gpt-4-0613,0shot,1,0,1,2,2,8
gpt-4-0613,0shot,1,0,1,2,2,9
gpt-4-0613,0shot,1,0,1,2,2,10
gpt-4-0613,0shot,1,0,1,2,2,11
gpt-4-0613,0shot,1,0,1,4,2,12
gpt-4-0613,0shot,1,0,1,4,4,13
gpt-4-0613,0shot,1,0,1,4,2,14
gpt-4-0613,0shot,1,0,1,2,4,15
gpt-4-0613,0shot,1,0,1,2,2,16
gpt-4-0613,0shot,1,0,1,2,2,17
gpt-4-0613,0shot,1,0,1,2,2,18
gpt-4-0613,0shot,1,0,1,3,2,19
gpt-4-0613,0shot,1,0,1,5,4,20
gpt-4-0613,0shot,1,0,1,2,2,21
gpt-4-0613,0shot,1,0,1,2,2,22
gpt-4-0613,0shot,1,0,1,2,2,23
gpt-4-0613,0shot,1,0,1,1,2,24
gpt-4-0613,0shot,1,0,1,2,4,25
gpt-4-0613,0shot,1,0,1,2,2,26
gpt-4-0613,0shot,1,0,1,1,2,27
gpt-4-0613,0shot,1,0,1,4,2,28
gpt-4-0613,0shot,1,0,1,4,2,29
gpt-4-0613,0shot,1,0,1,3,2,30
gpt-4-0613,0shot,1,0,1,4,2,31
gpt-4-0613,0shot,1,0,1,5,2,32
gpt-4-0613,0shot,1,0,1,4,2,33
gpt-4-0613,0shot,1,0,1,4,2,34
gpt-4-0613,0shot,1,0,1,2,2,35
gpt-4-0613,0shot,1,0,1,1,2,36
gpt-4-0613,0shot,1,0,1,5,2,37
gpt-4-0613,0shot,1,0,1,1,2,38
gpt-4-0613,0shot,1,0,1,1,2,39
gpt-4-0613,0shot,1,0,1,4,2,40
gpt-4-0613,0shot,1,0,1,4,2,41
gpt-4-0613,0shot,1,0,1,4,2,42
gpt-4-0613,0shot,1,0,1,2,2,43
gpt-4-0613,0shot,1,0,1,2,2,44
gpt-4-0613,0shot,1,0,1,2,2,45
gpt-4-0613,0shot,1,0,1,2,2,46
gpt-4-0613,0shot,1,0,1,4,2,47
gpt-4-0613,0shot,1,0,1,2,2,48
gpt-4-0613,0shot,1,0,1,2,2,49
gpt-4-0613,0shot,1,0,1,4,2,50
gpt-4-0613,0shot,1,0,0,1,2,1
gpt-4-0613,0shot,1,0,0,1,2,2
gpt-4-0613,0shot,1,0,0,4,2,3
gpt-4-0613,0shot,1,0,0,4,2,4
gpt-4-0613,0shot,1,0,0,2,2,5
gpt-4-0613,0shot,1,0,0,2,2,6
gpt-4-0613,0shot,1,0,0,4,2,7
gpt-4-0613,0shot,1,0,0,2,2,8
gpt-4-0613,0shot,1,0,0,2,2,9
gpt-4-0613,0shot,1,0,0,4,2,10
gpt-4-0613,0shot,1,0,0,2,2,11
gpt-4-0613,0shot,1,0,0,2,2,12
gpt-4-0613,0shot,1,0,0,4,2,13
gpt-4-0613,0shot,1,0,0,4,2,14
gpt-4-0613,0shot,1,0,0,2,2,15
gpt-4-0613,0shot,1,0,0,2,2,16
gpt-4-0613,0shot,1,0,0,2,2,17
gpt-4-0613,0shot,1,0,0,2,2,18
gpt-4-0613,0shot,1,0,0,2,2,19
gpt-4-0613,0shot,1,0,0,5,2,20
gpt-4-0613,0shot,1,0,0,2,2,21
gpt-4-0613,0shot,1,0,0,2,2,22
gpt-4-0613,0shot,1,0,0,2,2,23
gpt-4-0613,0shot,1,0,0,1,2,24
gpt-4-0613,0shot,1,0,0,2,2,25
gpt-4-0613,0shot,1,0,0,2,2,26
gpt-4-0613,0shot,1,0,0,1,2,27
gpt-4-0613,0shot,1,0,0,4,2,28
gpt-4-0613,0shot,1,0,0,4,2,29
gpt-4-0613,0shot,1,0,0,2,2,30
gpt-4-0613,0shot,1,0,0,4,2,31
gpt-4-0613,0shot,1,0,0,4,2,32
gpt-4-0613,0shot,1,0,0,4,2,33
gpt-4-0613,0shot,1,0,0,4,2,34
gpt-4-0613,0shot,1,0,0,2,2,35
gpt-4-0613,0shot,1,0,0,1,2,36
gpt-4-0613,0shot,1,0,0,5,2,37
gpt-4-0613,0shot,1,0,0,1,2,38
gpt-4-0613,0shot,1,0,0,1,2,39
gpt-4-0613,0shot,1,0,0,4,2,40
gpt-4-0613,0shot,1,0,0,2,2,41
gpt-4-0613,0shot,1,0,0,2,2,42
gpt-4-0613,0shot,1,0,0,2,2,43
gpt-4-0613,0shot,1,0,0,2,2,44
gpt-4-0613,0shot,1,0,0,2,2,45
gpt-4-0613,0shot,1,0,0,2,2,46
gpt-4-0613,0shot,1,0,0,4,2,47
gpt-4-0613,0shot,1,0,0,2,2,48
gpt-4-0613,0shot,1,0,0,2,2,49
gpt-4-0613,0shot,1,0,0,4,2,50
gpt-4-0613,0shot,0,1,1,1,1,1
gpt-4-0613,0shot,0,1,1,2,2,2
gpt-4-0613,0shot,0,1,1,2,2,3
gpt-4-0613,0shot,0,1,1,4,2,4
gpt-4-0613,0shot,0,1,1,2,1,5
gpt-4-0613,0shot,0,1,1,2,1,6
gpt-4-0613,0shot,0,1,1,4,2,7
gpt-4-0613,0shot,0,1,1,2,1,8
gpt-4-0613,0shot,0,1,1,2,1,9
gpt-4-0613,0shot,0,1,1,2,1,10
gpt-4-0613,0shot,0,1,1,1,2,11
gpt-4-0613,0shot,0,1,1,4,1,12
gpt-4-0613,0shot,0,1,1,4,1,13
gpt-4-0613,0shot,0,1,1,2,2,14
gpt-4-0613,0shot,0,1,1,4,1,15
gpt-4-0613,0shot,0,1,1,4,1,16
gpt-4-0613,0shot,0,1,1,3,1,17
gpt-4-0613,0shot,0,1,1,4,1,18
gpt-4-0613,0shot,0,1,1,3,1,19
gpt-4-0613,0shot,0,1,1,2,1,20
gpt-4-0613,0shot,0,1,1,2,2,21
gpt-4-0613,0shot,0,1,1,2,1,22
gpt-4-0613,0shot,0,1,1,2,1,23
gpt-4-0613,0shot,0,1,1,2,2,24
gpt-4-0613,0shot,0,1,1,2,2,25
gpt-4-0613,0shot,0,1,1,2,1,26
gpt-4-0613,0shot,0,1,1,3,1,27
gpt-4-0613,0shot,0,1,1,3,2,28
gpt-4-0613,0shot,0,1,1,3,1,29
gpt-4-0613,0shot,0,1,1,2,1,30
gpt-4-0613,0shot,0,1,1,2,1,31
gpt-4-0613,0shot,0,1,1,5,2,32
gpt-4-0613,0shot,0,1,1,4,1,33
gpt-4-0613,0shot,0,1,1,3,1,34
gpt-4-0613,0shot,0,1,1,2,1,35
gpt-4-0613,0shot,0,1,1,3,1,36
gpt-4-0613,0shot,0,1,1,4,2,37
gpt-4-0613,0shot,0,1,1,2,1,38
gpt-4-0613,0shot,0,1,1,2,1,39
gpt-4-0613,0shot,0,1,1,3,1,40
gpt-4-0613,0shot,0,1,1,2,1,41
gpt-4-0613,0shot,0,1,1,2,1,42
gpt-4-0613,0shot,0,1,1,2,2,43
gpt-4-0613,0shot,0,1,1,2,1,44
gpt-4-0613,0shot,0,1,1,4,2,45
gpt-4-0613,0shot,0,1,1,4,1,46
gpt-4-0613,0shot,0,1,1,2,2,47
gpt-4-0613,0shot,0,1,1,2,2,48
gpt-4-0613,0shot,0,1,1,2,2,49
gpt-4-0613,0shot,0,1,1,1,2,50
gpt-4-0613,0shot,0,1,0,1,2,1
gpt-4-0613,0shot,0,1,0,2,2,2
gpt-4-0613,0shot,0,1,0,2,2,3
gpt-4-0613,0shot,0,1,0,4,1,4
gpt-4-0613,0shot,0,1,0,2,2,5
gpt-4-0613,0shot,0,1,0,2,1,6
gpt-4-0613,0shot,0,1,0,4,2,7
gpt-4-0613,0shot,0,1,0,2,1,8
gpt-4-0613,0shot,0,1,0,2,1,9
gpt-4-0613,0shot,0,1,0,2,2,10
gpt-4-0613,0shot,0,1,0,1,2,11
gpt-4-0613,0shot,0,1,0,3,1,12
gpt-4-0613,0shot,0,1,0,4,1,13
gpt-4-0613,0shot,0,1,0,2,2,14
gpt-4-0613,0shot,0,1,0,4,2,15
gpt-4-0613,0shot,0,1,0,4,1,16
gpt-4-0613,0shot,0,1,0,3,1,17
gpt-4-0613,0shot,0,1,0,4,1,18
gpt-4-0613,0shot,0,1,0,3,1,19
gpt-4-0613,0shot,0,1,0,2,1,20
gpt-4-0613,0shot,0,1,0,2,2,21
gpt-4-0613,0shot,0,1,0,2,1,22
gpt-4-0613,0shot,0,1,0,2,1,23
gpt-4-0613,0shot,0,1,0,2,2,24
gpt-4-0613,0shot,0,1,0,2,2,25
gpt-4-0613,0shot,0,1,0,2,2,26
gpt-4-0613,0shot,0,1,0,3,2,27
gpt-4-0613,0shot,0,1,0,3,2,28
gpt-4-0613,0shot,0,1,0,2,2,29
gpt-4-0613,0shot,0,1,0,2,1,30
gpt-4-0613,0shot,0,1,0,2,1,31
gpt-4-0613,0shot,0,1,0,4,1,32
gpt-4-0613,0shot,0,1,0,4,1,33
gpt-4-0613,0shot,0,1,0,2,1,34
gpt-4-0613,0shot,0,1,0,2,1,35
gpt-4-0613,0shot,0,1,0,3,1,36
gpt-4-0613,0shot,0,1,0,4,1,37
gpt-4-0613,0shot,0,1,0,2,1,38
gpt-4-0613,0shot,0,1,0,2,1,39
gpt-4-0613,0shot,0,1,0,3,1,40
gpt-4-0613,0shot,0,1,0,2,2,41
gpt-4-0613,0shot,0,1,0,2,1,42
gpt-4-0613,0shot,0,1,0,2,2,43
gpt-4-0613,0shot,0,1,0,2,1,44
gpt-4-0613,0shot,0,1,0,2,2,45
gpt-4-0613,0shot,0,1,0,4,1,46
gpt-4-0613,0shot,0,1,0,2,2,47
gpt-4-0613,0shot,0,1,0,2,2,48
gpt-4-0613,0shot,0,1,0,2,2,49
gpt-4-0613,0shot,0,1,0,1,2,50
gpt-4-0613,0shot,0,0,1,1,1,1
gpt-4-0613,0shot,0,0,1,2,2,2
gpt-4-0613,0shot,0,0,1,2,2,3
gpt-4-0613,0shot,0,0,1,4,1,4
gpt-4-0613,0shot,0,0,1,2,1,5
gpt-4-0613,0shot,0,0,1,2,1,6
gpt-4-0613,0shot,0,0,1,5,2,7
gpt-4-0613,0shot,0,0,1,2,1,8
gpt-4-0613,0shot,0,0,1,2,1,9
gpt-4-0613,0shot,0,0,1,2,1,10
gpt-4-0613,0shot,0,0,1,2,2,11
gpt-4-0613,0shot,0,0,1,3,1,12
gpt-4-0613,0shot,0,0,1,4,1,13
gpt-4-0613,0shot,0,0,1,2,2,14
gpt-4-0613,0shot,0,0,1,4,1,15
gpt-4-0613,0shot,0,0,1,4,1,16
gpt-4-0613,0shot,0,0,1,4,1,17
gpt-4-0613,0shot,0,0,1,4,1,18
gpt-4-0613,0shot,0,0,1,4,1,19
gpt-4-0613,0shot,0,0,1,2,1,20
gpt-4-0613,0shot,0,0,1,2,2,21
gpt-4-0613,0shot,0,0,1,4,1,22
gpt-4-0613,0shot,0,0,1,3,1,23
gpt-4-0613,0shot,0,0,1,2,2,24
gpt-4-0613,0shot,0,0,1,2,2,25
gpt-4-0613,0shot,0,0,1,2,1,26
gpt-4-0613,0shot,0,0,1,3,1,27
gpt-4-0613,0shot,0,0,1,3,2,28
gpt-4-0613,0shot,0,0,1,3,1,29
gpt-4-0613,0shot,0,0,1,2,1,30
gpt-4-0613,0shot,0,0,1,3,1,31
gpt-4-0613,0shot,0,0,1,4,1,32
gpt-4-0613,0shot,0,0,1,4,1,33
gpt-4-0613,0shot,0,0,1,2,1,34
gpt-4-0613,0shot,0,0,1,2,1,35
gpt-4-0613,0shot,0,0,1,4,1,36
gpt-4-0613,0shot,0,0,1,4,2,37
gpt-4-0613,0shot,0,0,1,2,1,38
gpt-4-0613,0shot,0,0,1,2,1,39
gpt-4-0613,0shot,0,0,1,4,1,40
gpt-4-0613,0shot,0,0,1,2,1,41
gpt-4-0613,0shot,0,0,1,2,1,42
gpt-4-0613,0shot,0,0,1,2,2,43
gpt-4-0613,0shot,0,0,1,3,1,44
gpt-4-0613,0shot,0,0,1,4,1,45
gpt-4-0613,0shot,0,0,1,4,1,46
gpt-4-0613,0shot,0,0,1,2,2,47
gpt-4-0613,0shot,0,0,1,2,2,48
gpt-4-0613,0shot,0,0,1,2,1,49
gpt-4-0613,0shot,0,0,1,1,2,50
gpt-4-0613,0shot,0,0,0,1,2,1
gpt-4-0613,0shot,0,0,0,2,2,2
gpt-4-0613,0shot,0,0,0,2,2,3
gpt-4-0613,0shot,0,0,0,4,1,4
gpt-4-0613,0shot,0,0,0,2,1,5
gpt-4-0613,0shot,0,0,0,2,2,6
gpt-4-0613,0shot,0,0,0,4,1,7
gpt-4-0613,0shot,0,0,0,2,1,8
gpt-4-0613,0shot,0,0,0,2,1,9
gpt-4-0613,0shot,0,0,0,2,2,10
gpt-4-0613,0shot,0,0,0,1,2,11
gpt-4-0613,0shot,0,0,0,3,1,12
gpt-4-0613,0shot,0,0,0,4,1,13
gpt-4-0613,0shot,0,0,0,2,2,14
gpt-4-0613,0shot,0,0,0,4,2,15
gpt-4-0613,0shot,0,0,0,4,1,16
gpt-4-0613,0shot,0,0,0,2,1,17
gpt-4-0613,0shot,0,0,0,4,1,18
gpt-4-0613,0shot,0,0,0,2,1,19
gpt-4-0613,0shot,0,0,0,2,1,20
gpt-4-0613,0shot,0,0,0,2,2,21
gpt-4-0613,0shot,0,0,0,4,1,22
gpt-4-0613,0shot,0,0,0,4,1,23
gpt-4-0613,0shot,0,0,0,2,2,24
gpt-4-0613,0shot,0,0,0,2,2,25
gpt-4-0613,0shot,0,0,0,2,2,26
gpt-4-0613,0shot,0,0,0,2,1,27
gpt-4-0613,0shot,0,0,0,4,2,28
gpt-4-0613,0shot,0,0,0,2,2,29
gpt-4-0613,0shot,0,0,0,2,1,30
gpt-4-0613,0shot,0,0,0,2,2,31
gpt-4-0613,0shot,0,0,0,4,1,32
gpt-4-0613,0shot,0,0,0,4,2,33
gpt-4-0613,0shot,0,0,0,2,2,34
gpt-4-0613,0shot,0,0,0,2,1,35
gpt-4-0613,0shot,0,0,0,2,1,36
gpt-4-0613,0shot,0,0,0,4,1,37
gpt-4-0613,0shot,0,0,0,2,1,38
gpt-4-0613,0shot,0,0,0,2,1,39
gpt-4-0613,0shot,0,0,0,2,1,40
gpt-4-0613,0shot,0,0,0,2,1,41
gpt-4-0613,0shot,0,0,0,2,2,42
gpt-4-0613,0shot,0,0,0,2,1,43
gpt-4-0613,0shot,0,0,0,2,1,44
gpt-4-0613,0shot,0,0,0,4,1,45
gpt-4-0613,0shot,0,0,0,4,1,46
gpt-4-0613,0shot,0,0,0,2,2,47
gpt-4-0613,0shot,0,0,0,2,2,48
gpt-4-0613,0shot,0,0,0,2,2,49
gpt-4-0613,0shot,0,0,0,1,2,50
