model,method,causal_structure,evitability,action,permissibility_rating,intention_rating,scenario_id
openai_gpt-4-0314,0shot_cot,1,0,1,5,1,3
openai_gpt-4-0314,0shot_cot,1,0,1,5,1,4
openai_gpt-4-0314,0shot_cot,1,0,1,5,1,5
openai_gpt-4-0314,0shot_cot,1,0,1,5,1,6
openai_gpt-4-0314,0shot_cot,1,0,1,5,1,7
openai_gpt-4-0314,0shot_cot,1,0,1,5,3,8
openai_gpt-4-0314,0shot_cot,1,0,1,4,4,9
openai_gpt-4-0314,0shot,1,0,0,3,2,0
openai_gpt-4-0314,0shot,1,0,0,4,2,1
openai_gpt-4-0314,0shot,1,0,0,3,1,2
openai_gpt-4-0314,0shot,1,0,0,4,1,3
openai_gpt-4-0314,0shot,1,0,0,4,1,4
openai_gpt-4-0314,0shot,1,0,0,4,1,5
openai_gpt-4-0314,0shot,1,0,0,3,1,6
openai_gpt-4-0314,0shot,1,0,0,4,2,7
openai_gpt-4-0314,0shot,1,0,0,3,1,8
openai_gpt-4-0314,0shot,1,0,0,3,2,9
openai_gpt-4-0314,0shot_cot,1,0,0,4,1,0
openai_gpt-4-0314,0shot_cot,1,0,0,5,1,1
openai_gpt-4-0314,0shot_cot,1,0,0,4,1,2
openai_gpt-4-0314,0shot_cot,1,0,0,5,1,3
openai_gpt-4-0314,0shot_cot,1,0,0,3,1,4
openai_gpt-4-0314,0shot_cot,1,0,0,4,1,5
openai_gpt-4-0314,0shot_cot,1,0,0,4,1,6
openai_gpt-4-0314,0shot_cot,1,0,0,5,1,7
openai_gpt-4-0314,0shot_cot,1,0,0,4,1,8
openai_gpt-4-0314,0shot_cot,1,0,0,3,3,9
openai_gpt-4-0314,0shot,0,1,1,3,2,0
openai_gpt-4-0314,0shot,0,1,1,4,1,1
openai_gpt-4-0314,0shot,0,1,1,3,1,2
openai_gpt-4-0314,0shot,0,1,1,3,1,3
openai_gpt-4-0314,0shot,0,1,1,5,1,4
openai_gpt-4-0314,0shot,0,1,1,4,2,5
openai_gpt-4-0314,0shot,0,1,1,3,2,6
openai_gpt-4-0314,0shot,0,1,1,3,1,7
openai_gpt-4-0314,0shot,0,1,1,3,2,8
openai_gpt-4-0314,0shot,0,1,1,3,2,9
openai_gpt-4-0314,0shot_cot,0,1,1,3,1,0
openai_gpt-4-0314,0shot_cot,0,1,1,4,1,1
openai_gpt-4-0314,0shot_cot,0,1,1,3,1,2
openai_gpt-4-0314,0shot_cot,0,1,1,3,1,3
openai_gpt-4-0314,0shot_cot,0,1,1,5,1,4
openai_gpt-4-0314,0shot_cot,0,1,1,5,1,5
openai_gpt-4-0314,0shot_cot,0,1,1,3,1,6
openai_gpt-4-0314,0shot_cot,0,1,1,3,1,7
openai_gpt-4-0314,0shot_cot,0,1,1,4,1,8
openai_gpt-4-0314,0shot_cot,0,1,1,4,2,9
openai_gpt-4-0314,0shot,0,1,0,3,2,0
openai_gpt-4-0314,0shot,0,1,0,3,1,1
openai_gpt-4-0314,0shot,0,1,0,3,1,2
openai_gpt-4-0314,0shot,0,1,0,3,1,3
openai_gpt-4-0314,0shot,0,1,0,3,1,4
openai_gpt-4-0314,0shot,0,1,0,4,2,5
openai_gpt-4-0314,0shot,0,1,0,3,1,6
openai_gpt-4-0314,0shot,0,1,0,3,1,7
openai_gpt-4-0314,0shot,0,1,0,3,2,8
openai_gpt-4-0314,0shot,0,1,0,3,2,9
openai_gpt-4-0314,0shot_cot,0,1,0,3,1,0
openai_gpt-4-0314,0shot_cot,0,1,0,3,2,1
openai_gpt-4-0314,0shot_cot,0,1,0,3,1,2
openai_gpt-4-0314,0shot_cot,0,1,0,3,1,3
openai_gpt-4-0314,0shot_cot,0,1,0,4,1,4
openai_gpt-4-0314,0shot_cot,0,1,0,5,3,5
openai_gpt-4-0314,0shot_cot,0,1,0,3,1,6
openai_gpt-4-0314,0shot_cot,0,1,0,3,1,7
openai_gpt-4-0314,0shot_cot,0,1,0,4,1,8
openai_gpt-4-0314,0shot_cot,0,1,0,3,1,9
openai_gpt-4-0314,0shot,0,0,1,4,2,0
openai_gpt-4-0314,0shot,0,0,1,5,1,1
openai_gpt-4-0314,0shot,0,0,1,4,1,2
openai_gpt-4-0314,0shot,0,0,1,4,1,3
openai_gpt-4-0314,0shot,0,0,1,5,1,4
openai_gpt-4-0314,0shot,0,0,1,5,2,5
openai_gpt-4-0314,0shot,0,0,1,4,1,6
openai_gpt-4-0314,0shot,0,0,1,4,1,7
openai_gpt-4-0314,0shot,0,0,1,4,1,8
openai_gpt-4-0314,0shot,0,0,1,4,1,9
openai_gpt-4-0314,0shot_cot,0,0,1,5,1,0
openai_gpt-4-0314,0shot_cot,0,0,1,5,1,1
openai_gpt-4-0314,0shot_cot,0,0,1,5,1,2
openai_gpt-4-0314,0shot_cot,0,0,1,5,1,3
openai_gpt-4-0314,0shot_cot,0,0,1,5,1,4
openai_gpt-4-0314,0shot_cot,0,0,1,5,1,5
openai_gpt-4-0314,0shot_cot,0,0,1,4,1,6
openai_gpt-4-0314,0shot_cot,0,0,1,3,1,7
openai_gpt-4-0314,0shot_cot,0,0,1,5,1,8
openai_gpt-4-0314,0shot_cot,0,0,1,5,1,9
openai_gpt-4-0314,0shot,0,0,0,3,2,0
openai_gpt-4-0314,0shot,0,0,0,4,1,1
openai_gpt-4-0314,0shot,0,0,0,4,1,2
openai_gpt-4-0314,0shot,0,0,0,4,1,3
openai_gpt-4-0314,0shot,0,0,0,4,1,4
openai_gpt-4-0314,0shot,0,0,0,4,1,5
openai_gpt-4-0314,0shot,0,0,0,4,1,6
openai_gpt-4-0314,0shot,0,0,0,4,1,7
openai_gpt-4-0314,0shot,0,0,0,3,1,8
openai_gpt-4-0314,0shot,0,0,0,4,1,9
openai_gpt-4-0314,0shot_cot,0,0,0,5,1,0
openai_gpt-4-0314,0shot_cot,0,0,0,5,1,1
openai_gpt-4-0314,0shot_cot,0,0,0,4,1,2
openai_gpt-4-0314,0shot_cot,0,0,0,5,1,3
openai_gpt-4-0314,0shot_cot,0,0,0,5,1,4
openai_gpt-4-0314,0shot_cot,0,0,0,5,1,5
openai_gpt-4-0314,0shot_cot,0,0,0,4,1,6
openai_gpt-4-0314,0shot_cot,0,0,0,3,1,7
openai_gpt-4-0314,0shot_cot,0,0,0,3,1,8
openai_gpt-4-0314,0shot_cot,0,0,0,5,1,9
